Date,AQI
2022-02-01,433.1
2022-02-02,316.5
2022-02-03,262.5
2022-02-04,58
2022-02-05,494.8
2022-02-06,448.3
2022-02-07,7.8
2022-02-08,480.2
2022-02-09,430
2022-02-10,265.1
2022-02-11,378.9
2022-02-12,32.5
2022-02-13,489.8
2022-02-14,352.7
2022-02-15,215.6
2022-02-16,422.7
2022-02-17,448.7
2022-02-18,356.2
2022-02-19,261.7
2022-02-20,334.3
2022-02-21,115.6
2022-02-22,37.3
2022-02-23,458.9
2022-02-24,99.6
2022-02-25,144.4
2022-02-26,246.9
2022-02-27,183.3
2022-02-28,243.3
2022-03-01,162.7
2022-03-02,93.2
2022-03-03,366.4
2022-03-04,139.8
2022-03-05,411.9
2022-03-06,240.3
2022-03-07,421.3
2022-03-08,12.4
2022-03-09,404.1
2022-03-10,397.7
2022-03-11,168
2022-03-12,180.7
2022-03-13,51.4
2022-03-14,299.2
2022-03-15,468
2022-03-16,302.6
2022-03-17,239.1
2022-03-18,193.4
2022-03-19,270.3
2022-03-20,460.5
2022-03-21,318.5
2022-03-22,490.3
2022-03-23,14
2022-03-24,341.2
2022-03-25,491
2022-03-26,353.9
2022-03-27,0.1
2022-03-28,324.6
2022-03-29,57.7
2022-03-30,67.1
2022-03-31,250.8
2022-04-01,205.4
2022-04-02,138.4
2022-04-03,25.6
2022-04-04,61.7
2022-04-05,335.7
2022-04-06,24.1
2022-04-07,132.3
2022-04-08,210.3
2022-04-09,125
2022-04-10,133.1
2022-04-11,227.4
2022-04-12,436.5
2022-04-13,15.8
2022-04-14,268.1
2022-04-15,481.6
2022-04-16,165.7
2022-04-17,487
2022-04-18,49.4
2022-04-19,99.5
2022-04-20,166.9
2022-04-21,10.8
2022-04-22,81.4
2022-04-23,297.9
2022-04-24,208.4
2022-04-25,344.7
2022-04-26,270.9
2022-04-27,37.2
2022-04-28,205
2022-04-29,422.6
2022-04-30,325.7
2022-05-01,330
2022-05-02,19.2
2022-05-03,218.8
2022-05-04,397.5
2022-05-05,66.1
2022-05-06,134.8
2022-05-07,213.2
2022-05-08,243.3
2022-05-09,91.9
2022-05-10,304.8
2022-05-11,160.7
2022-05-12,481.8
2022-05-13,269.1
2022-05-14,94
2022-05-15,77.2
2022-05-16,218.4
2022-05-17,51.2
2022-05-18,106.2
2022-05-19,384.3
2022-05-20,70.9
2022-05-21,262.6
2022-05-22,356.7
2022-05-23,292.1
2022-05-24,284.4
2022-05-25,193.4
2022-05-26,436.1
2022-05-27,195.4
2022-05-28,300.9
2022-05-29,292.9
2022-05-30,297.5
2022-05-31,337.4
2022-06-01,46.9
2022-06-02,176.9
2022-06-03,315.6
2022-06-04,2.5
2022-06-05,23.9
2022-06-06,67.6
2022-06-07,349.4
2022-06-08,335.3
2022-06-09,312.5
2022-06-10,416.7
2022-06-11,394.8
2022-06-12,246.9
2022-06-13,262
2022-06-14,489.3
2022-06-15,349.7
2022-06-16,68.2
2022-06-17,427.5
2022-06-18,111.7
2022-06-19,13
2022-06-20,347.1
2022-06-21,446.7
2022-06-22,265.3
2022-06-23,451.9
2022-06-24,15
2022-06-25,12.7
2022-06-26,1.9
2022-06-27,379.1
2022-06-28,116
2022-06-29,383.4
2022-06-30,86.2
2022-07-01,264.9
2022-07-02,429.9
2022-07-03,170.6
2022-07-04,313.6
2022-07-05,477.3
2022-07-06,124.4
2022-07-07,255.9
2022-07-08,193
2022-07-09,43.6
2022-07-10,251.7
2022-07-11,273.3
2022-07-12,221.7
2022-07-13,56.3
2022-07-14,161.2
2022-07-15,169.3
2022-07-16,142.9
2022-07-17,344.1
2022-07-18,106.1
2022-07-19,146.9
2022-07-20,20.2
2022-07-21,171.7
2022-07-22,248.8
2022-07-23,478.6
2022-07-24,197
2022-07-25,156.8
2022-07-26,53.8
2022-07-27,471.9
2022-07-28,459
2022-07-29,162.9
2022-07-30,444.8
2022-07-31,431.2
2022-08-01,290.4
2022-08-02,482.7
2022-08-03,298.3
2022-08-04,223.4
2022-08-05,215.7
2022-08-06,289
2022-08-07,445.2
2022-08-08,184.7
2022-08-09,142.3
2022-08-10,256.3
2022-08-11,413.6
2022-08-12,6.1
2022-08-13,152.2
2022-08-14,371
2022-08-15,426.5
2022-08-16,85.6
2022-08-17,51.2
2022-08-18,8.1
2022-08-19,147
2022-08-20,198.6
2022-08-21,444
2022-08-22,267.4
2022-08-23,327.9
2022-08-24,111.3
2022-08-25,190.2
2022-08-26,63.3
2022-08-27,182.6
2022-08-28,191.9
2022-08-29,60.8
2022-08-30,407.2
2022-08-31,417.8
2022-09-01,416.7
2022-09-02,74.5
2022-09-03,49.1
2022-09-04,206
2022-09-05,366.5
2022-09-06,490.4
2022-09-07,460.9
2022-09-08,264
2022-09-09,238.7
2022-09-10,387.5
2022-09-11,174.7
2022-09-12,200.1
2022-09-13,112.3
2022-09-14,434.7
2022-09-15,116.5
2022-09-16,206.2
2022-09-17,27.5
2022-09-18,90.3
2022-09-19,272.7
2022-09-20,488
2022-09-21,269.5
2022-09-22,374
2022-09-23,427.3
2022-09-24,422.7
2022-09-25,200.4
2022-09-26,456.3
2022-09-27,133.8
2022-09-28,391.1
2022-09-29,168.6
2022-09-30,487.4
2022-10-01,255.4
2022-10-02,203.8
2022-10-03,147.9
2022-10-04,428.2
2022-10-05,196.2
2022-10-06,138.7
2022-10-07,450.2
2022-10-08,85.3
2022-10-09,498.6
2022-10-10,143.8
2022-10-11,120.6
2022-10-12,197.6
2022-10-13,499.1
2022-10-14,330.7
2022-10-15,488.5
2022-10-16,255.2
2022-10-17,211.2
2022-10-18,145.5
2022-10-19,197.3
2022-10-20,479.1
2022-10-21,293.7
2022-10-22,476
2022-10-23,361
2022-10-24,433.5
2022-10-25,23.2
2022-10-26,454.9
2022-10-27,274.5
2022-10-28,114.6
2022-10-29,454.5
2022-10-30,349.5
2022-10-31,225.7
2022-11-01,96.1
2022-11-02,162.2
2022-11-03,108.6
2022-11-04,493.3
2022-11-05,255.2
2022-11-06,191.1
2022-11-07,448.9
2022-11-08,386.1
2022-11-09,297
2022-11-10,116.3
2022-11-11,456.8
2022-11-12,414.9
2022-11-13,310.3
2022-11-14,128.6
2022-11-15,230.2
2022-11-16,269.4
2022-11-17,390.7
2022-11-18,324.6
2022-11-19,152.3
2022-11-20,82.7
2022-11-21,180.7
2022-11-22,31.9
2022-11-23,386.8
2022-11-24,301.9
2022-11-25,32.4
2022-11-26,453.3
2022-11-27,15.5
2022-11-28,207.4
2022-11-29,450.2
2022-11-30,285
2022-12-01,99.5
2022-12-02,376.3
2022-12-03,16.1
2022-12-04,332
2022-12-05,121.6
2022-12-06,100.2
2022-12-07,251
2022-12-08,17.8
2022-12-09,371.8
2022-12-10,123.6
2022-12-11,370.1
2022-12-12,444.8
2022-12-13,311.8
2022-12-14,24.2
2022-12-15,448
2022-12-16,401.9
2022-12-17,103
2022-12-18,95.7
2022-12-19,398.4
2022-12-20,150
2022-12-21,79.3
2022-12-22,146.5
2022-12-23,251.5
2022-12-24,363.7
2022-12-25,459.8
2022-12-26,439.8
2022-12-27,233.5
2022-12-28,155.7
2022-12-29,121.9
2022-12-30,274.6
2022-12-31,82
2023-01-01,435.4
2023-01-02,75
2023-01-03,395.4
2023-01-04,116.1
2023-01-05,480.7
2023-01-06,27.2
2023-01-07,141.1
2023-01-08,424.8
2023-01-09,103.2
2023-01-10,346.1
2023-01-11,217.7
2023-01-12,267.5
2023-01-13,494.1
2023-01-14,482.1
2023-01-15,193.9
2023-01-16,260.7
2023-01-17,422.2
2023-01-18,164.9
2023-01-19,148.5
2023-01-20,424.3
2023-01-21,9.7
2023-01-22,290.3
2023-01-23,3.7
2023-01-24,209.1
2023-01-25,422.8
2023-01-26,128.6
2023-01-27,124.4
2023-01-28,335.7
2023-01-29,90.1
2023-01-30,182.4
2023-01-31,342.9
2023-02-01,474.7
2023-02-02,236.6
2023-02-03,22.7
2023-02-04,242.3
2023-02-05,138.8
2023-02-06,393.4
2023-02-07,227.1
2023-02-08,88.6
2023-02-09,247.9
2023-02-10,257.8
2023-02-11,28.5
2023-02-12,77
2023-02-13,420.9
2023-02-14,457.6
2023-02-15,495.5
2023-02-16,251
2023-02-17,298.3
2023-02-18,249
2023-02-19,352
2023-02-20,470.1
2023-02-21,249.3
2023-02-22,272.3
2023-02-23,316.1
2023-02-24,401.3
2023-02-25,481.6
2023-02-26,90.1
2023-02-27,232.8
2023-02-28,294.9
2023-03-01,152.8
2023-03-02,496.3
2023-03-03,223.1
2023-03-04,479.5
2023-03-05,478.8
2023-03-06,232.8
2023-03-07,358.3
2023-03-08,25.9
2023-03-09,463.2
2023-03-10,447.3
2023-03-11,366.7
2023-03-12,472.6
2023-03-13,408.4
2023-03-14,235.4
2023-03-15,459.5
2023-03-16,348.8
2023-03-17,422.5
2023-03-18,26.8
2023-03-19,47.5
2023-03-20,124.5
2023-03-21,61.5
2023-03-22,130.8
2023-03-23,369.4
2023-03-24,191.5
2023-03-25,54.6
2023-03-26,351.9
2023-03-27,215
2023-03-28,370.3
2023-03-29,162.2
2023-03-30,415.8
2023-03-31,126.5
2023-04-01,358.1
2023-04-02,95.5
2023-04-03,483.4
2023-04-04,306.2
2023-04-05,324.8
2023-04-06,140.6
2023-04-07,449.5
2023-04-08,433.6
2023-04-09,447.4
2023-04-10,485.4
2023-04-11,209.5
2023-04-12,346.2
2023-04-13,417.5
2023-04-14,293.5
2023-04-15,122.7
2023-04-16,14.3
2023-04-17,154.4
2023-04-18,27.7
2023-04-19,4.7
2023-04-20,106
2023-04-21,393.6
2023-04-22,159.9
2023-04-23,343.3
2023-04-24,462.5
2023-04-25,93
2023-04-26,439.5
2023-04-27,345.6
2023-04-28,415.2
2023-04-29,484.5
2023-04-30,135.1
2023-05-01,161
2023-05-02,461.1
2023-05-03,112.8
2023-05-04,163.7
2023-05-05,385.1
2023-05-06,284.2
2023-05-07,120
2023-05-08,279.3
2023-05-09,299.6
2023-05-10,65.1
2023-05-11,299.5
2023-05-12,425.4
2023-05-13,45.9
2023-05-14,87.3
2023-05-15,85.7
2023-05-16,92.3
2023-05-17,19.8
2023-05-18,416.8
2023-05-19,277.8
2023-05-20,417.9
2023-05-21,418.4
2023-05-22,410.5
2023-05-23,56.7
2023-05-24,108.3
2023-05-25,466.4
2023-05-26,439.4
2023-05-27,486.4
2023-05-28,96.3
2023-05-29,350.5
2023-05-30,49.3
2023-05-31,272.7
2023-06-01,290.6
2023-06-02,181.2
2023-06-03,324.2
2023-06-04,493.7
2023-06-05,239.4
2023-06-06,38.7
2023-06-07,384.8
2023-06-08,358.3
2023-06-09,37.2
2023-06-10,149.7
2023-06-11,108.2
2023-06-12,319.2
2023-06-13,240.6
2023-06-14,167
2023-06-15,40.2
2023-06-16,319.5
2023-06-17,379.1
2023-06-18,301.3
2023-06-19,76.9
2023-06-20,43.1
2023-06-21,44.2
2023-06-22,431.3
2023-06-23,96.7
2023-06-24,260.5
2023-06-25,21.6
2023-06-26,22.5
2023-06-27,425.6
2023-06-28,416.1
2023-06-29,464.6
2023-06-30,407.8
2023-07-01,455.9
2023-07-02,472.2
2023-07-03,250.2
2023-07-04,488.2
2023-07-05,216.6
2023-07-06,29.3
2023-07-07,161.1
2023-07-08,199.6
2023-07-09,475.1
2023-07-10,418.3
2023-07-11,272.5
2023-07-12,389.7
2023-07-13,359.5
2023-07-14,275.6
2023-07-15,289.6
2023-07-16,23.1
2023-07-17,403.2
2023-07-18,258.6
2023-07-19,278.1
2023-07-20,146.1
2023-07-21,191.3
2023-07-22,292.5
2023-07-23,191
2023-07-24,325.7
2023-07-25,328.1
2023-07-26,180.4
2023-07-27,274.3
2023-07-28,36.6
2023-07-29,49.5
2023-07-30,233.1
2023-07-31,22.1
2023-08-01,87.5
2023-08-02,294.3
2023-08-03,179.8
2023-08-04,12.7
2023-08-05,45.9
2023-08-06,440.5
2023-08-07,64.2
2023-08-08,143.7
2023-08-09,124.1
2023-08-10,255
2023-08-11,317.2
2023-08-12,178.9
2023-08-13,242.8
2023-08-14,493.1
2023-08-15,340.8
2023-08-16,29.7
2023-08-17,225.5
2023-08-18,495.1
2023-08-19,348.2
2023-08-20,363
2023-08-21,309.3
2023-08-22,452.5
2023-08-23,43.6
2023-08-24,226.7
2023-08-25,160.3
2023-08-26,22.3
2023-08-27,377.4
2023-08-28,135.9
2023-08-29,471.9
2023-08-30,25.4
2023-08-31,33.6
2023-09-01,331.8
2023-09-02,231.1
2023-09-03,54.9
2023-09-04,112.3
2023-09-05,29.2
2023-09-06,10.4
2023-09-07,438.7
2023-09-08,157.3
2023-09-09,372.8
2023-09-10,156.4
2023-09-11,69.6
2023-09-12,162.2
2023-09-13,357.8
2023-09-14,98.7
2023-09-15,61.7
2023-09-16,336.4
2023-09-17,88.8
2023-09-18,224.7
2023-09-19,493.7
2023-09-20,199.1
2023-09-21,168.6
2023-09-22,415
2023-09-23,107.1
2023-09-24,163.1
2023-09-25,351.2
2023-09-26,33.2
2023-09-27,83.8
2023-09-28,203.3
2023-09-29,481.4
2023-09-30,187.5
2023-10-01,494.8
2023-10-02,196.3
2023-10-03,141.5
2023-10-04,0.8
2023-10-05,420.7
2023-10-06,112.5
2023-10-07,307.3
2023-10-08,380.2
2023-10-09,443.1
2023-10-10,458.1
2023-10-11,24
2023-10-12,374.7
2023-10-13,449.5
2023-10-14,302.5
2023-10-15,96.5
2023-10-16,215
2023-10-17,356.8
2023-10-18,101.3
2023-10-19,476.6
2023-10-20,66.9
2023-10-21,471.3
2023-10-22,184.6
2023-10-23,229.9
2023-10-24,484.1
2023-10-25,355.6
2023-10-26,469.7
2023-10-27,35.8
2023-10-28,384.5
2023-10-29,124.7
2023-10-30,116.4
2023-10-31,459
2023-11-01,103.4
2023-11-02,376.9
2023-11-03,227.6
2023-11-04,213.5
2023-11-05,331.5
2023-11-06,193.1
2023-11-07,399
2023-11-08,48.2
2023-11-09,471
2023-11-10,179
2023-11-11,269.9
2023-11-12,147.7
2023-11-13,230.7
2023-11-14,268.4
2023-11-15,289.9
2023-11-16,291.9
2023-11-17,108.4
2023-11-18,457.2
2023-11-19,225.5
2023-11-20,327.4
2023-11-21,470.4
2023-11-22,474.7
2023-11-23,131.2
2023-11-24,357.5
2023-11-25,323.5
2023-11-26,187.5
2023-11-27,452.9
2023-11-28,195.8
2023-11-29,455
2023-11-30,210.1
2023-12-01,37.5
2023-12-02,350.9
2023-12-03,33.8
2023-12-04,363.9
2023-12-05,454.5
2023-12-06,268.7
2023-12-07,113.9
2023-12-08,138.5
2023-12-09,227.5
2023-12-10,367.3
2023-12-11,142.7
2023-12-12,491.1
2023-12-13,159.7
2023-12-14,356
2023-12-15,453.5
2023-12-16,222.5
2023-12-17,182.7
2023-12-18,314.7
2023-12-19,206.4
2023-12-20,51.1
2023-12-21,495.7
2023-12-22,278.7
2023-12-23,48.7
2023-12-24,439.9
2023-12-25,207.9
2023-12-26,437.5
2023-12-27,476.5
2023-12-28,250.7
2023-12-29,328.9
2023-12-30,63.6
2023-12-31,200.4
2024-01-01,79.6
2024-01-02,336.6
2024-01-03,20
2024-01-04,479.5
2024-01-05,219.3
2024-01-06,355.9
2024-01-07,63.4
2024-01-08,321.9
2024-01-09,250.6
2024-01-10,45.8
2024-01-11,118.1
2024-01-12,481.7
2024-01-13,433.5
2024-01-14,116.5
2024-01-15,108.5
2024-01-16,236.6
2024-01-17,53.3
2024-01-18,279.8
2024-01-19,100.2
2024-01-20,42
2024-01-21,430.1
2024-01-22,166
2024-01-23,397.4
2024-01-24,375.5
2024-01-25,250.8
2024-01-26,147.8
2024-01-27,446.7
2024-01-28,478.5
2024-01-29,400.3
2024-01-30,199.7
2024-01-31,314.7
2024-02-01,453.7
2024-02-02,344
2024-02-03,340.2
2024-02-04,327.3
2024-02-05,203
2024-02-06,113.7
2024-02-07,223.8
2024-02-08,268.2
2024-02-09,300.8
2024-02-10,51
2024-02-11,362.1
2024-02-12,433.6
2024-02-13,369.9
2024-02-14,87
2024-02-15,374.1
2024-02-16,348.4
2024-02-17,208.4
2024-02-18,498.8
2024-02-19,300.6
2024-02-20,113.9
2024-02-21,448.5
2024-02-22,355
2024-02-23,242
2024-02-24,216.6
2024-02-25,251.5
2024-02-26,189.4
2024-02-27,77.1
2024-02-28,394.4
2024-02-29,467.4
2024-03-01,199
2024-03-02,475.4
2024-03-03,269
2024-03-04,269.3
2024-03-05,271.6
2024-03-06,438.6
2024-03-07,369.1
2024-03-08,498.6
2024-03-09,305.1
2024-03-10,341
2024-03-11,185.6
2024-03-12,273.8
2024-03-13,8.6
2024-03-14,148
2024-03-15,128.8
2024-03-16,496.4
2024-03-17,419.6
2024-03-18,201.3
2024-03-19,111.9
2024-03-20,165.3
2024-03-21,474.1
2024-03-22,291.9
2024-03-23,385.9
2024-03-24,49.5
2024-03-25,174.6
2024-03-26,447.7
2024-03-27,273.4
2024-03-28,145.1
2024-03-29,219.1
2024-03-30,450.9
2024-03-31,462.1
2024-04-01,451.3
2024-04-02,302.9
2024-04-03,479
2024-04-04,278.8
2024-04-05,94.4
2024-04-06,148.9
2024-04-07,57
2024-04-08,428.2
2024-04-09,352.8
2024-04-10,302.5
2024-04-11,206.8
2024-04-12,135
2024-04-13,237.4
2024-04-14,245.4
2024-04-15,320.2
2024-04-16,372.9
2024-04-17,259.4
2024-04-18,192.3
2024-04-19,73.5
2024-04-20,338.9
2024-04-21,265
2024-04-22,406.2
2024-04-23,496.8
2024-04-24,101.6
2024-04-25,41.6
2024-04-26,313
2024-04-27,62.9
2024-04-28,307.2
2024-04-29,139
2024-04-30,69.3
2024-05-01,318.2
2024-05-02,250.1
2024-05-03,150.6
2024-05-04,108.1
2024-05-05,210.9
2024-05-06,351.4
2024-05-07,352.4
2024-05-08,320.3
2024-05-09,84
2024-05-10,6.4
2024-05-11,62.8
2024-05-12,299
2024-05-13,340.7
2024-05-14,95.7
2024-05-15,355.5
2024-05-16,4.8
2024-05-17,166.3
2024-05-18,313.6
2024-05-19,285.5
2024-05-20,2.9
2024-05-21,175.8
2024-05-22,74.7
2024-05-23,312.6
2024-05-24,176.4
2024-05-25,169.1
2024-05-26,66.8
2024-05-27,119.4
2024-05-28,221
2024-05-29,74.6
2024-05-30,383.8
2024-05-31,55.7
2024-06-01,297
2024-06-02,84.1
2024-06-03,198.7
2024-06-04,287
2024-06-05,115.7
2024-06-06,74
2024-06-07,478.6
2024-06-08,215.8
2024-06-09,370.2
2024-06-10,40.5
2024-06-11,324.8
2024-06-12,196.7
2024-06-13,34.7
2024-06-14,307.3
2024-06-15,388.3
2024-06-16,426.9
2024-06-17,242.9
2024-06-18,449.5
2024-06-19,366.5
2024-06-20,404.1
2024-06-21,451.3
2024-06-22,482.7
2024-06-23,381.7
2024-06-24,19.1
2024-06-25,73
2024-06-26,464.9
2024-06-27,367
2024-06-28,432.7
2024-06-29,420.2
2024-06-30,184.3
2024-07-01,268.1
2024-07-02,390
2024-07-03,12.6
2024-07-04,156.3
2024-07-05,232.7
2024-07-06,38.9
2024-07-07,403.7
2024-07-08,171.6
2024-07-09,485.2
2024-07-10,494.1
2024-07-11,249.4
2024-07-12,171.2
2024-07-13,360.9
2024-07-14,215.3
2024-07-15,440.1
2024-07-16,434.2
2024-07-17,400
2024-07-18,413.3
2024-07-19,198.4
2024-07-20,414.7
2024-07-21,103.6
2024-07-22,340.8
2024-07-23,76.8
2024-07-24,236.6
2024-07-25,82.5
2024-07-26,28.2
2024-07-27,481.5
2024-07-28,378.3
2024-07-29,325.2
2024-07-30,241.2
2024-07-31,436
2024-08-01,259.8
2024-08-02,246.6
2024-08-03,385.3
2024-08-04,490.1
2024-08-05,114.6
2024-08-06,67.2
2024-08-07,59.5
2024-08-08,381.3
2024-08-09,142.3
2024-08-10,371.5
2024-08-11,316.9
2024-08-12,471.9
2024-08-13,316.8
2024-08-14,108.9
2024-08-15,85.7
2024-08-16,257.6
2024-08-17,162.3
2024-08-18,115.4
2024-08-19,265.7
2024-08-20,376.5
2024-08-21,474.3
2024-08-22,270.6
2024-08-23,105.2
2024-08-24,8.4
2024-08-25,312.4
2024-08-26,431.6
2024-08-27,333.2
2024-08-28,487.8
2024-08-29,232.2
2024-08-30,353.6
2024-08-31,290.2
2024-09-01,206
2024-09-02,62.8
2024-09-03,414
2024-09-04,456.1
2024-09-05,399.2
2024-09-06,359
2024-09-07,400.1
2024-09-08,307.9
2024-09-09,346.1
2024-09-10,133.5
2024-09-11,24.2
2024-09-12,419.8
2024-09-13,353.3
2024-09-14,259.2
2024-09-15,405.2
2024-09-16,145.2
2024-09-17,290.7
2024-09-18,276.2
2024-09-19,301.5
2024-09-20,488.2
2024-09-21,376.7
2024-09-22,472.5
2024-09-23,392.7
2024-09-24,250.4
2024-09-25,336.3
2024-09-26,51.6
2024-09-27,321.5
2024-09-28,378.9
2024-09-29,6.8
2024-09-30,250.4
2024-10-01,175.2
2024-10-02,77.1
2024-10-03,453.7
2024-10-04,419.9
2024-10-05,33.7
2024-10-06,280.6
2024-10-07,92
2024-10-08,42
2024-10-09,205.8
2024-10-10,299
2024-10-11,358.5
2024-10-12,70.5
2024-10-13,167
2024-10-14,112.6
2024-10-15,95.1
2024-10-16,372
2024-10-17,274
2024-10-18,472
2024-10-19,178.5
2024-10-20,406.3
2024-10-21,254.6
2024-10-22,267.2
2024-10-23,317
2024-10-24,121.6
2024-10-25,332.5
2024-10-26,402.7
2024-10-27,100
2024-10-28,420.1
2024-10-29,180
2024-10-30,162.4
2024-10-31,381.1
2024-11-01,359.6
2024-11-02,63.4
2024-11-03,446
2024-11-04,257.5
2024-11-05,499.9
2024-11-06,149.9
2024-11-07,93.5
2024-11-08,18.5
2024-11-09,398.1
2024-11-10,174.1
2024-11-11,24.6
2024-11-12,274
2024-11-13,33.3
2024-11-14,19
2024-11-15,157.6
2024-11-16,153.1
2024-11-17,400.1
2024-11-18,229.9
2024-11-19,284.2
2024-11-20,167
2024-11-21,378
2024-11-22,122
2024-11-23,485.2
2024-11-24,470.5
2024-11-25,140.2
2024-11-26,277.7
2024-11-27,295.5
2024-11-28,380.4
2024-11-29,25.4
2024-11-30,349
2024-12-01,127.3
2024-12-02,250.3
2024-12-03,96
2024-12-04,155.5
2024-12-05,170.2
2024-12-06,285.3
2024-12-07,398
2024-12-08,181.8
2024-12-09,363.4
2024-12-10,185
2024-12-11,117.3
2024-12-12,249.7
2024-12-13,386.5
2024-12-14,165.5
2024-12-15,421.6
2024-12-16,269.8
2024-12-17,113.2
2024-12-18,3.4
2024-12-19,359.1
2024-12-20,372.5
2024-12-21,199.3
2024-12-22,357.7
2024-12-23,23.7
2024-12-24,195.9
2024-12-25,207.7
2024-12-26,457.3
2024-12-27,9.8
2024-12-28,198
2024-12-29,275.6
2024-12-30,478
2024-12-31,397.5
